Top Q S-full,Top Q R-full,Mid Q S-full,Mid Q R-full,Corr-full,Gini-full,Churn-full,Top Q S-null-ref,Mid Q S-null-ref,Corr-null-ref,Gini-null-ref,Churn-null-ref,Top Q S-null-thre,Mid Q S-null-thre,Corr-null-thre,Gini-null-thre,Churn-null-thre
31,0,9,0,0.8000652489317120,0.6146072303921570,10,31,9,0.7783202120303810,0.9180200980392160,11,31,9,0.777217117923685,0.9212810612300930,10
33,0,7,0,0.8000295161158340,0.615058614782183,13,36,4,0.7782792305430750,0.9180314488497310,9,33,7,0.7772178509963420,0.9212811686532400,13
0,12,0,5,0.799988723338899,0.6146060606060610,29,32,8,0.7782734731210670,0.9180336021505380,9,0,0,0.7772173645069090,0.9212814465408810,0
32,0,8,0,0.7999578357167930,0.6150518545632020,28,33,7,0.7782747958032000,0.9180364812103470,11,32,8,0.7772170614084690,0.9212778005184880,40
33,0,7,0,0.7999303050724580,0.6154993908382070,11,32,8,0.7782701399506970,0.918030701754386,10,33,7,0.77722603313628,0.9212746800108930,11
29,3,4,5,0.7998773783364720,0.6158071776155720,17,31,9,0.7782819177132620,0.9180267639902680,11,29,4,0.777233686664128,0.9212719119445580,10
2,15,0,4,0.7998250920238890,0.6154874878522840,27,31,9,0.7782964290409320,0.9180211370262390,12,2,0,0.7771851527024060,0.9212905495921730,0
0,12,0,8,0.7998208173729370,0.6150565259582730,34,31,9,0.7783117032867140,0.918017952450267,12,0,0,0.7772006172482170,0.9212980483917460,0
30,0,10,0,0.7998314921159310,0.6154866763565890,28,32,8,0.7782983633686310,0.9180219234496120,13,30,10,0.7772448076777830,0.9212771375873570,40
16,12,0,4,0.7997116087060460,0.6152810836961780,24,35,5,0.7782680372612090,0.9180335026608610,11,16,0,0.7772873312046300,0.9212564804025870,2
0,11,0,5,0.7997287225083470,0.6148829710144930,33,33,7,0.7782662672804510,0.9180351449275360,10,0,0,0.7772207963528140,0.9212908968193710,0
13,14,0,4,0.7996298016159780,0.6147338398456340,31,34,6,0.7782543834540480,0.9180404003859140,12,13,0,0.7772207963528140,0.9212908968193710,13
1,11,0,9,0.7996344996085980,0.6142133911368020,31,30,10,0.7782570096912810,0.9180390173410400,10,1,0,0.777181052159198,0.9213211587751250,0
34,0,6,0,0.7995969152745830,0.6146577681577680,30,33,7,0.7782495287806350,0.9180446127946130,12,34,6,0.7771719273245250,0.9213215199246100,39
0,10,0,11,0.7997133348221620,0.6142718539865510,31,33,7,0.7782271523506970,0.918051753121998,9,0,0,0.7771616990172160,0.9213218796184340,0
1,12,0,10,0.7997605456215690,0.6139538369304560,34,32,8,0.7782375974231060,0.9180468824940050,11,1,0,0.7771616990172160,0.9213218796184340,1
2,11,0,13,0.7998574099002680,0.6137358716475100,34,34,6,0.7782243503844360,0.9180482519157090,10,2,0,0.7771759379358900,0.9213257594841050,1
1,13,0,6,0.7998420686400780,0.6132533476805360,36,32,8,0.7782152803503490,0.9180502152080340,11,1,0,0.7771908827159850,0.9213331822074450,0
2,12,0,8,0.7998667004296940,0.6129502148997140,32,32,8,0.7782083143060360,0.9180530085959890,10,2,0,0.7772049057571030,0.9213370609174560,1
33,0,7,0,0.7998332851337310,0.6133867429661420,28,30,10,0.7782379998788430,0.918045541249404,12,33,7,0.7772106579897350,0.9213298478450300,38
3,12,0,8,0.7998447298513240,0.6130321428571430,29,30,10,0.7782822038010900,0.918032619047619,16,3,0,0.7772151599526450,0.9213226637233260,0
28,3,4,1,0.7997302109675850,0.6133250118877790,27,30,10,0.778308969437475,0.9180262719923920,16,28,4,0.777233556725391,0.9213337513585820,29
32,0,8,0,0.7997173044163640,0.6137564102564100,14,34,6,0.7782818903469760,0.9180346628679960,11,32,8,0.7772473998327780,0.9213242386316230,16
31,0,9,0,0.7996938041405040,0.6141878852536750,11,29,11,0.7783316180912260,0.9180226410621150,12,31,9,0.7772603490917630,0.9213145973852940,11
32,0,8,0,0.7996943521758570,0.61461328125,12,35,5,0.7782960676613460,0.9180336174242420,11,32,8,0.7772889776062830,0.9212988448433480,12
32,0,8,0,0.7996656584529070,0.6150432624113480,10,34,6,0.7782685429749990,0.91804231678487,6,32,8,0.7772965305189190,0.9212914489508170,10
32,0,8,0,0.799641046145123,0.6154687204910290,8,32,8,0.7782687555695410,0.9180439093484420,11,32,8,0.7773058437830370,0.9212827580498310,8
0,10,0,8,0.7997061682200630,0.6150793257897220,29,34,6,0.7782403558957200,0.9180517444601600,9,0,0,0.7773139010831250,0.9212742668318880,0
33,0,7,0,0.7996954798059410,0.6155072975517890,30,32,8,0.7782300812407310,0.9180569679849340,9,33,7,0.7773245059286120,0.9212682826284110,40
1,8,0,7,0.7997558100245730,0.6148691819464030,32,33,7,0.7782247289236770,0.918057710390221,11,1,0,0.777333856456801,0.9212624866288160,0
17,11,0,8,0.7997441982771900,0.614768896713615,32,33,7,0.7782155104494530,0.9180572769953050,12,17,0,0.7773476362863930,0.9212662914691940,16
1,13,0,9,0.7997617914351300,0.6144518284106890,28,36,4,0.7781812096283330,0.9180679793717770,9,1,0,0.7772850265132970,0.9213000049326690,0
8,8,0,14,0.7998369146799820,0.61427890917603,28,32,8,0.7781874130559250,0.9180687031835210,10,8,0,0.7772986571281430,0.9213038045444080,7
32,0,8,0,0.7998071990620050,0.6147021972884530,27,32,8,0.7781696732469320,0.9180762038335670,11,32,8,0.7773089037415200,0.921293032719635,32
31,0,9,0,0.7998163092314970,0.6151133286647990,10,34,6,0.7781514873904510,0.9180816993464050,11,31,9,0.777356007591917,0.9212655988994790,10
10,9,0,11,0.7998056027968290,0.614869696969697,27,30,10,0.778165571854265,0.9180758741258740,10,10,0,0.7774014835991690,0.9212385995881140,0
5,15,0,9,0.7997790900536420,0.6145881052141530,29,35,5,0.7781328379669440,0.9180882216014900,10,5,0,0.7773698554515200,0.9212667450826640,1
10,12,0,11,0.7998098061513850,0.6144351464435150,31,28,12,0.7781620205079420,0.9180792654579270,11,10,0,0.7773740263167800,0.9212835023764030,7
19,12,0,4,0.7997108356397880,0.6143530640668520,26,32,8,0.7781624506311020,0.9180784586815230,11,19,0,0.7773424280968530,0.9213102992311080,9
32,0,8,0,0.7996743107441800,0.6147750347705150,18,34,6,0.7781341403470700,0.9180880853036630,10,32,8,0.777344047966814,0.9213035013115660,21
18,7,0,4,0.7996164039719730,0.6147894675925930,20,31,9,0.7781490682461110,0.9180844907407410,7,18,0,0.7773445160100830,0.9212973803600180,0
9,14,0,3,0.7994920917366680,0.6144308830328250,30,35,5,0.7781185519772420,0.9180944290337490,11,9,0,0.7772726164184240,0.9213319848580850,2
31,0,9,0,0.7994903042548630,0.6148471837488460,26,32,8,0.7781033647635370,0.9180991458910430,8,31,9,0.7772993488934050,0.921320636928216,32
1,14,0,13,0.7995763421825940,0.6146822268326420,24,33,7,0.7780966891886690,0.9181001613646840,8,1,0,0.7773246935718580,0.921309494910262,0
32,0,8,0,0.7995574829665140,0.6151029005524860,25,32,8,0.7780860698213730,0.918103591160221,10,32,8,0.7773268789232880,0.9213061491495860,39
35,0,5,0,0.7995336686800900,0.6155266666666670,8,35,5,0.7780459243112950,0.9181177011494250,8,35,5,0.7773271741483970,0.9213073302058650,8
36,0,4,0,0.7994643070498660,0.6159555785123970,7,33,7,0.7780403222108840,0.9181177685950410,10,36,4,0.7772852449531920,0.9213181606088400,7
0,14,0,9,0.7995526947095950,0.61572959651536,27,32,8,0.7780401516315150,0.9181209307657040,10,0,0,0.7772426774949480,0.9213289492701260,0
31,7,4,0,0.7994674953851860,0.6160544871794870,31,31,9,0.7780514806986250,0.9181192765567770,9,31,4,0.7772426774949480,0.9213289492701260,35
1,9,0,11,0.7995640073730150,0.6156465477823500,31,33,7,0.778054535941494,0.9181183127572020,11,1,0,0.7772170744104200,0.9213384955752210,0
33,0,7,0,0.7995307809273830,0.6160599315068490,31,31,9,0.7780824606069350,0.9181091324200910,13,33,7,0.7772089367784550,0.9213351254480290,39
30,0,10,0,0.799571240382358,0.6164612403100780,15,33,7,0.7780758156541220,0.918109781121751,9,30,10,0.7772791321354630,0.9213113261786120,15
33,0,7,0,0.7995097773536850,0.6168805783242260,12,32,8,0.778053499191217,0.918116689435337,10,33,7,0.7772514712806070,0.9213145562356540,12
0,15,0,5,0.7993891756391030,0.616387562528422,25,29,11,0.7780888750860680,0.918106639381537,12,0,0,0.7772230138835370,0.9213177739595270,0
29,4,7,1,0.7993720991356550,0.6167346730245230,26,31,9,0.7781071473756570,0.9181016121707540,12,29,7,0.7772230138835370,0.9213177739595270,36
31,0,9,0,0.7993514170980450,0.6171438775510200,12,31,9,0.7781122522394610,0.9181007936507940,14,31,9,0.7772349034478080,0.9213103404471540,12
1,15,0,7,0.7993372722372080,0.6168240489130430,29,32,8,0.7781136674127090,0.9181025815217390,10,1,0,0.777245617668548,0.9213035691644480,0
31,0,9,0,0.7992912285003590,0.6172380144730890,28,31,9,0.7781290403951660,0.9180985979194930,9,31,9,0.7772336665771700,0.9213039420399900,39
32,0,8,0,0.7992659848764210,0.6176489385727190,10,34,6,0.7781068502077630,0.9181071589882570,11,32,8,0.7772398833278250,0.9213017872931670,10
0,18,0,6,0.799242980126723,0.6174856788452860,23,32,8,0.7780988721147050,0.9181110735227790,9,0,0,0.7772450009883580,0.9212996406959150,0
0,14,0,8,0.7992947598135090,0.6171614864864870,31,33,7,0.7780822988627850,0.9181185810810810,13,0,0,0.7772450009883580,0.9212996406959150,0
1,13,0,5,0.7992732654479680,0.6167596716149350,34,31,9,0.778086178354491,0.9181154970760230,9,1,0,0.7772450009883580,0.9212996406959150,1
35,0,5,0,0.7991983256066980,0.6171777852650490,26,31,9,0.778089194168068,0.9181159029649600,11,35,5,0.7772037548179180,0.9213100855668810,39
0,11,0,7,0.7991505278739150,0.6167298115746970,30,29,11,0.7781068041571090,0.9181117092866760,11,0,0,0.7771618937704400,0.9213206480783720,0
33,0,7,0,0.799102270256584,0.617140120967742,31,31,9,0.7781045678321630,0.9181108870967740,12,33,7,0.7771378133399080,0.9213230224395140,40
25,10,1,4,0.7990351055430650,0.6172446308724830,15,33,7,0.7780993536790250,0.9181134228187920,12,25,1,0.7771129320350200,0.9213257007007010,3
0,16,0,7,0.7990545579214860,0.6170703753351210,26,32,8,0.7781074991122290,0.9181112600536190,9,0,0,0.7770393637222270,0.9213545474427470,0
34,0,6,0,0.799016356678351,0.6174800312360550,25,31,9,0.7781182766510110,0.9181058679161090,13,34,6,0.7770290208578640,0.9213577821436370,40
5,16,0,7,0.7989606599228060,0.6173257575757580,22,30,10,0.7781361957826790,0.9181007130124780,12,5,0,0.777017755429183,0.9213610047623490,0
33,0,7,0,0.7989285670947190,0.6177278593680460,23,35,5,0.7780936529316720,0.9181144859813080,10,33,7,0.7770197291499890,0.9213558268866310,35
37,0,3,0,0.7988615483577660,0.61814,9,31,9,0.7780861045662680,0.9181177777777780,10,37,3,0.7769812661456570,0.9213658634911770,9
6,7,0,10,0.7988953281942730,0.6178060363959170,29,34,6,0.7780674769964460,0.9181239458499780,10,6,0,0.7769421973634090,0.9213760175813290,0
1,12,0,13,0.7990474694382920,0.6176665558510640,30,34,6,0.778047485168774,0.9181319813829790,8,1,0,0.7769368873528430,0.9213934274043820,0
23,6,0,3,0.7989339918903580,0.617793160690571,32,31,9,0.7780502415565060,0.9181319167773350,9,23,0,0.7769500474093720,0.9213969985302080,22
0,13,0,9,0.7989064534508770,0.6175952696728560,30,31,9,0.7780521886910150,0.9181309681697610,7,0,0,0.7768653922019460,0.9214291233926810,0
3,12,0,6,0.7988616552084160,0.6171512141280350,30,34,6,0.7780465354636540,0.9181355408388520,11,3,0,0.7768653922019460,0.9214291233926810,3
34,0,6,0,0.7988160120137980,0.6175554453262790,28,31,9,0.7780521603062670,0.9181321649029980,13,34,6,0.7768465567792340,0.9214317228187090,37
21,14,0,6,0.7988203117526470,0.6176766842800530,18,33,7,0.7780478206713280,0.9181335314839280,10,21,0,0.7768269145241890,0.921434620596206,3
21,10,1,7,0.7987521900623640,0.617639511873351,24,33,7,0.7780463156460200,0.9181318161829380,9,21,1,0.77676212207808,0.9214648422477580,9
34,0,6,0,0.7986764280269650,0.618046332894159,18,32,8,0.7780512933733450,0.9181288976723760,9,34,6,0.7767210938199020,0.9214735056121120,20
31,0,9,0,0.7986590701487470,0.6184422149122810,12,30,10,0.7780796983306000,0.9181212719298250,15,31,9,0.7767297054475940,0.9214692629546190,12
36,0,4,0,0.7985764202307320,0.618850197109067,9,33,7,0.7780649966533400,0.918125711782742,12,36,4,0.7766766822280510,0.9214836997261620,9
32,0,8,0,0.7985531863050800,0.6192426727909010,9,32,8,0.7780700610408950,0.918123687664042,10,32,8,0.7766823748131610,0.9214768580023520,9
1,17,0,5,0.7984721489646960,0.6188636959370910,27,32,8,0.7780678595221150,0.9181243993010050,12,1,0,0.7766870389134360,0.9214703461520880,0
32,0,8,0,0.7984497668648370,0.6192577443280980,26,33,7,0.7780478907027450,0.918130017452007,11,32,8,0.7766903499233630,0.9214672052581130,39
32,0,8,0,0.7984302956983110,0.619644880174292,9,34,6,0.7780244429550610,0.9181375816993470,8,32,8,0.7767032357470990,0.9214542044436350,9
30,0,10,0,0.7984247993241890,0.6200239338555270,13,33,7,0.7780090534664950,0.9181440382941690,9,30,10,0.7767320104404490,0.9214347325177740,13
13,12,0,4,0.798291556033148,0.6197276184267710,23,34,6,0.7779919680186550,0.9181492829204690,9,13,0,0.7767595251867100,0.921415331305703,1
28,0,12,0,0.7983217944805190,0.6201049262152780,24,29,11,0.778031922191656,0.9181315104166670,10,28,12,0.7768093698019820,0.9213947920914710,28
5,8,0,10,0.7983628254195150,0.6196550715214570,31,33,7,0.7780252149494330,0.918135782401387,13,5,0,0.7768577808162400,0.9213744779652330,0
0,13,0,9,0.7983812891641460,0.6193406926406930,34,33,7,0.7780266787098510,0.9181350649350650,12,0,0,0.7768639289685520,0.9213900696391430,0
31,0,9,0,0.7983774479083750,0.6197239515780370,27,33,7,0.7779950793906330,0.9181449416342410,10,31,9,0.7768862561329530,0.9213776293220190,40
0,10,0,7,0.7983942746804490,0.6192442789291880,31,33,7,0.777973557245763,0.9181506908462870,7,0,0,0.7769074151224780,0.9213653840377280,0
30,0,10,0,0.7984033070501900,0.6196240836567490,31,33,7,0.7779731704152920,0.918150603708495,11,30,10,0.776940409497432,0.9213509340049770,40
0,16,0,3,0.7982859189229480,0.6192182385874250,26,35,5,0.7779521493680360,0.9181569767441860,8,0,0,0.7769721515359930,0.9213366855227320,0
0,15,0,9,0.7983845430163520,0.6190194623655910,31,32,8,0.7779583708612930,0.9181549462365590,10,0,0,0.7769721515359930,0.9213366855227320,0
1,21,0,10,0.7984242537246310,0.6190249140893470,33,35,5,0.7779282653035540,0.9181653780068730,8,1,0,0.7769721515359930,0.9213366855227320,1
14,11,0,4,0.7982944541172700,0.6188412698412700,26,31,9,0.7779351178621440,0.9181621621621620,8,14,0,0.7769850265092110,0.9213401421623640,13
36,0,4,0,0.7982383065893660,0.6192345758354760,20,34,6,0.7779264849063580,0.9181652742073690,11,36,4,0.7769565851135780,0.921346403764284,26
29,0,11,0,0.7982462318651850,0.6196121095421480,12,31,9,0.777931151590814,0.9181644201968340,11,29,11,0.7769891600143220,0.9213329605606500,12
32,0,8,0,0.7982142665217590,0.6199950854700850,13,32,8,0.777947649420061,0.9181599358974360,13,32,8,0.7769868303420590,0.9213283471012870,13
5,12,0,8,0.7982076475301350,0.619728446436193,26,31,9,0.77794948730516,0.9181595177123350,13,5,0,0.7769835956620840,0.9213241958249760,0
0,11,0,11,0.7982619342458040,0.6194153878942880,33,32,8,0.7779583754103040,0.9181575021312870,11,0,0,0.7769851061207770,0.9213389780154490,0
24,10,2,5,0.7981826512900040,0.6195722647935290,32,33,7,0.7779537632779090,0.9181588974031500,10,24,2,0.7769851061207770,0.9213389780154490,26
11,16,0,7,0.7981255461083290,0.6194437712585030,23,32,8,0.777951051425994,0.9181602891156460,10,11,0,0.7769158406992560,0.9213669545090360,2
0,14,0,7,0.7980570522864550,0.619113694267516,29,32,8,0.7779505182271650,0.9181611464968150,7,0,0,0.7768840790252250,0.9213923121413,0
0,13,0,7,0.7981002164911330,0.618886556403732,32,34,6,0.7779479006193460,0.9181609414758270,11,0,0,0.7768840790252250,0.9213923121413,0
32,0,8,0,0.7980676680105220,0.6192686361711140,27,34,6,0.7779331174028830,0.9181657136806440,8,32,8,0.7768777917811500,0.9213886544980830,40
32,0,8,0,0.7980573493615160,0.6196460448392550,10,32,8,0.7779348047142940,0.918164445854484,12,32,8,0.7768994884801020,0.9213792466492290,10
32,0,8,0,0.7980297300245000,0.6200243979721170,13,30,10,0.7779631981335380,0.9181509294465570,13,32,8,0.7769015036384430,0.9213729698632560,13
0,10,0,3,0.7978752725508470,0.619517194092827,30,32,8,0.7779559736274230,0.9181547468354430,9,0,0,0.7769025795062250,0.9213670097627780,0
3,16,0,10,0.7979173662846260,0.6193994943109990,33,31,9,0.7779712152104370,0.9181499157185000,11,3,0,0.7769025795062250,0.9213670097627780,3
29,0,11,0,0.7979411817019870,0.6197669402356900,24,32,8,0.7779747387761240,0.918148569023569,12,29,11,0.7769490119479560,0.9213485763842950,37
31,0,9,0,0.797913713386283,0.6201431273644390,11,30,10,0.7780064916254020,0.9181315678856660,11,31,9,0.7769538384045090,0.9213416530938650,11
14,13,0,4,0.7978410615278470,0.6200281276238460,20,29,11,0.7780376446579220,0.9181255247691020,15,14,0,0.7769577207023220,0.9213350470917370,0
1,14,0,7,0.7978738031465790,0.6198216981132080,29,32,8,0.7780529067073020,0.9181185534591200,13,1,0,0.7769116703207010,0.9213652599066060,0
0,13,0,6,0.797885749793628,0.6194802135678390,34,33,7,0.7780391839393390,0.9181229061976550,9,0,0,0.7769242390713630,0.9213686398501080,0
34,0,6,0,0.7978482847926340,0.6198614596403180,28,29,11,0.7780740254113540,0.9181140736093690,14,34,6,0.7769131315125560,0.9213717926237650,40
29,0,11,0,0.7978689966670050,0.6202265037593990,12,30,10,0.7781084346379670,0.9181040100250630,13,29,11,0.7769631072883200,0.9213530544372480,12
3,19,0,7,0.7978441951062020,0.6200711305798920,24,34,6,0.7780760534464330,0.918113475177305,12,3,0,0.7770117505047940,0.9213345273457980,0
32,0,8,0,0.7978243181011460,0.6204430208333330,23,31,9,0.7781183767353750,0.9180985416666670,12,32,8,0.7770220306112710,0.9213265306122450,37
31,0,9,0,0.7978215586185700,0.620810861423221,11,31,9,0.7781357021928470,0.9180956096545990,10,31,9,0.7770410492892000,0.9213155145394390,11
3,13,0,7,0.7977528945897520,0.6204173940149630,26,34,6,0.7781201006469830,0.9181011014131340,13,3,0,0.7770590063750320,0.921304681615389,0
36,0,4,0,0.797696920996152,0.6207980489829810,25,30,10,0.7781410231459570,0.9180963055209630,10,36,4,0.7770243661604640,0.9213131181676210,37
3,13,0,6,0.7976439903433880,0.6203739635157550,28,27,13,0.7781902552978930,0.9180796019900500,13,3,0,0.7769891788726990,0.9213216698423700,0
1,13,0,9,0.7976434717638400,0.6201209109730850,31,33,7,0.7781852339609620,0.9180806418219460,14,1,0,0.7770061278628150,0.9213312405282530,0
2,11,0,10,0.7976954150940520,0.6197416253101740,34,32,8,0.778190400984567,0.918079094292804,11,2,0,0.7770185104186080,0.9213345745295000,1
1,14,0,7,0.7976955479716740,0.6194742874845110,33,32,8,0.7781739740961250,0.9180838496489050,10,1,0,0.7770316299501740,0.9213409530406670,0
6,18,0,9,0.7976864270971260,0.6194087252475250,32,31,9,0.7781717662572390,0.9180846740924090,9,6,0,0.7770438530245200,0.9213442861884350,5
5,14,0,9,0.7977209177686990,0.6190772558714460,30,30,10,0.7781900212857560,0.9180825092707050,10,5,0,0.77704419472702,0.9213606722931540,1
1,16,0,7,0.7976873031726040,0.6188611111111110,32,32,8,0.7781871154648380,0.9180828189300410,14,1,0,0.7770531764759660,0.9213757392182320,0
1,13,0,14,0.797834822264202,0.6188119605425400,31,32,8,0.7782034895646780,0.9180784011508430,12,1,0,0.7770651847423340,0.92137906913014,0
0,12,0,10,0.7979015020499660,0.6183855706075530,32,34,6,0.7781937499386070,0.9180792282430210,12,0,0,0.7770771119694500,0.9213823987538940,0
31,0,9,0,0.7978910650770110,0.6187509225092250,31,32,8,0.7781977173148770,0.9180773882738830,9,31,9,0.7770865053657890,0.921372523612071,40
1,12,0,9,0.7979614915943840,0.6184745085995090,26,32,8,0.7781838102068840,0.9180814905814910,10,1,0,0.77709492950406,0.9213628262619290,0
31,0,9,0,0.7979395263149310,0.6188420245398770,31,33,7,0.7781886866150080,0.918077709611452,8,31,9,0.7771003657554750,0.9213571797520660,39
34,0,6,0,0.7978913224710200,0.6192152777777780,10,30,10,0.778200573815344,0.9180758782679740,12,34,6,0.7770776129859180,0.9213598602039650,10
33,0,7,0,0.7978643527011140,0.6195806813545490,10,33,7,0.7781829233400930,0.9180814973480210,11,33,7,0.7770742873962170,0.921354238160604,10
33,0,7,0,0.7978384331372540,0.6199468215158920,7,30,10,0.7781963618956980,0.9180786471067650,11,33,7,0.7770769596431620,0.9213506337786910,7
3,15,0,9,0.7978377691245330,0.619787444037444,24,33,7,0.7781892420717540,0.9180819088319090,13,3,0,0.7770787582425280,0.9213473267213860,0
32,0,8,0,0.7978390669381430,0.6201479674796750,24,33,7,0.7781705103049830,0.9180869918699190,11,32,8,0.7770995016893950,0.9213379139638100,37
33,0,7,0,0.7978167505854570,0.6205128907835970,11,32,8,0.7781818575836170,0.9180848558668290,11,33,7,0.777100784882633,0.9213349238809360,11
34,0,6,0,0.7977744961794240,0.6208802716950530,7,32,8,0.778171092883628,0.9180877939983780,12,34,6,0.777082917370395,0.9213366224339340,7
0,13,0,6,0.7977785851592880,0.620490988254354,29,31,9,0.7781783910299720,0.9180860672336980,10,0,0,0.7770643641995420,0.9213384567481890,0
0,15,0,6,0.7977553384116810,0.6202285598705500,32,31,9,0.77820253954378,0.9180783778317150,11,0,0,0.7770643641995420,0.9213384567481890,0
28,6,1,5,0.7977022027137770,0.6203852525252530,25,32,8,0.7782130564600550,0.9180706060606060,10,28,1,0.7770643641995420,0.9213384567481890,29
1,10,0,10,0.7978205549441730,0.6200640637610980,31,31,9,0.7782178333119400,0.9180682001614210,12,1,0,0.7769884262869690,0.9213652940927020,0
12,14,0,10,0.7978082440712390,0.6199356106408710,34,31,9,0.7782250403962510,0.9180675130995570,8,12,0,0.7770002598237390,0.9213685579396720,11
0,15,0,11,0.7978339698073940,0.6197532206119160,29,27,13,0.7782637386917460,0.9180533413848630,12,0,0,0.7769634061599420,0.9213945635896130,0
0,15,0,9,0.7978859851362830,0.6194759750703660,31,35,5,0.7782442714423830,0.9180589063128270,12,0,0,0.7769634061599420,0.9213945635896130,0
16,7,0,5,0.7977882316790960,0.6192819277108430,31,31,9,0.7782478617359090,0.918058032128514,10,16,0,0.7769634061599420,0.9213945635896130,16
31,0,9,0,0.7978002471311530,0.619634476534296,25,33,7,0.7782254637666110,0.9180662855996790,7,31,9,0.7769979451623120,0.9213802149445710,26
34,0,6,0,0.7977546425259550,0.6199990985576920,13,31,9,0.778226590203809,0.9180647035256410,10,34,6,0.776973975639717,0.921383092562868,13
33,0,7,0,0.7977172822007760,0.6203554421768710,10,29,11,0.7782622735521380,0.9180527210884350,12,33,7,0.7769669667609040,0.9213742936661890,10
4,12,0,12,0.7978080263946190,0.6201994404476420,29,33,7,0.7782434455259510,0.9180598521183050,10,4,0,0.7769591714956610,0.9213659453846370,0
31,0,9,0,0.797828480636233,0.620551996007984,27,33,7,0.7782368499195570,0.9180630738522960,10,31,9,0.7770014383656170,0.921354122888123,36
31,0,9,0,0.7978245961051990,0.6209045055821370,14,33,7,0.7782338776371760,0.9180625,8,31,9,0.7770242954254920,0.9213431792117700,14
7,6,0,8,0.7978178274483800,0.6205279769016330,31,30,10,0.7782546989833040,0.9180557546794110,12,7,0,0.777046129669797,0.9213326910725750,0
0,12,0,12,0.7978602891017720,0.6203100636435960,31,32,8,0.778244801526229,0.918060660302307,11,0,0,0.7770423307795410,0.921350934494647,0
33,0,7,0,0.7978355529400570,0.6206667659912600,28,31,9,0.7782528289014120,0.9180591974572910,12,33,7,0.777041581543843,0.921347839415855,40
1,12,0,12,0.7979132944971100,0.6205106150793650,28,31,9,0.7782641884908170,0.9180566468253970,11,1,0,0.7770400237567260,0.9213447546707850,0
32,0,8,0,0.7978859977089510,0.6208685097106620,27,32,8,0.7782718615052970,0.9180553904082440,12,32,8,0.7770339993986460,0.921344596752913,39
7,14,0,8,0.7978682843433880,0.6206440023752970,23,32,8,0.7782812657406920,0.918054532858274,12,7,0,0.7770272218052790,0.9213445780125620,0
33,0,7,0,0.7978380650112830,0.621,23,32,8,0.7782827532927760,0.9180549624357450,8,33,7,0.777018893207044,0.921344697756184,33
32,0,8,0,0.7978215479590550,0.6213493285939970,12,30,10,0.7782893772498120,0.9180535150078990,12,32,8,0.7770272110527410,0.9213356964194410,12
32,0,8,0,0.797835674050373,0.6216975345167650,12,33,7,0.7782703468390610,0.9180608481262330,12,32,8,0.7770566081940180,0.9213263109970610,12
33,0,7,0,0.7978063422258020,0.6220494483845550,15,34,6,0.7782647536112980,0.9180627462568950,8,33,7,0.7770513893649450,0.921323843367354,15
26,7,1,4,0.7977098341404560,0.62212062180244,14,31,9,0.7782755932623530,0.9180577528532080,9,26,1,0.777045417353023,0.9213213838813030,2
32,0,8,0,0.7976792527062300,0.6224708136792450,15,32,8,0.7782845064458180,0.9180533608490570,12,32,8,0.7770397806372410,0.9213187952171110,15
28,0,12,0,0.7977205217188730,0.6228098743619950,15,29,11,0.7782950045360820,0.9180518256772670,13,28,12,0.7770936404024570,0.9213015501007360,15
32,0,8,0,0.7977048126896870,0.6231562745098040,12,33,7,0.7782968217587020,0.9180508823529410,12,32,8,0.7771016053827670,0.9212950344129280,12
0,17,0,2,0.7976078377981410,0.6228001370936150,26,34,6,0.7782843679397800,0.9180555229142190,10,0,0,0.777108706922247,0.9212886766935780,0
24,15,0,3,0.7974966602537970,0.6228753912363070,27,30,10,0.7783161966184140,0.9180471439749610,10,24,0,0.777108706922247,0.9212886766935780,24
33,0,7,0,0.7974585695549360,0.623227237202032,15,32,8,0.7783015765930630,0.9180518757327080,13,33,7,0.7770922650648630,0.9212907955211870,17
1,12,0,11,0.797548482687824,0.6230694769711160,28,31,9,0.7783025133680950,0.9180510343481660,10,1,0,0.7770751919481640,0.9212929074248060,0
29,0,11,0,0.7975781942567910,0.6234002923976610,30,33,7,0.7783036846396360,0.9180486354775830,12,29,11,0.7771253182795060,0.9212701358019660,39
2,14,0,10,0.7976177144172460,0.6231303543613710,25,29,11,0.7783479533713300,0.918035046728972,11,2,0,0.777174251990309,0.9212478455003190,0
0,11,0,8,0.7976200961376830,0.6227994943601710,32,34,6,0.7783342229630340,0.9180370478413070,12,0,0,0.7771844921479990,0.9212537149371010,0
1,17,0,10,0.7976935531660820,0.6226728826728830,34,33,7,0.7783131865332580,0.9180440947940950,10,1,0,0.7771844921479990,0.9212537149371010,1
31,0,9,0,0.7976958747793220,0.6230128055878930,25,34,6,0.7783050952903240,0.9180470508343040,11,31,9,0.7772096121216620,0.9212427346258590,39
22,13,0,3,0.7975689999852560,0.6230906007751940,16,32,8,0.7782944031580540,0.9180517441860470,9,22,0,0.7772337447106760,0.9212317899606380,3
1,15,0,11,0.7976211779120860,0.6229456058846300,28,32,8,0.7782948456036830,0.9180517808749520,8,1,0,0.7771595881442780,0.9212617744442190,0
0,14,0,10,0.7977015949710290,0.6227376256767210,31,33,7,0.778305930962459,0.9180497873163190,11,0,0,0.7771710799476,0.9212648990513260,0
4,11,0,7,0.797672976329696,0.6224862881421400,32,31,9,0.7783212557210470,0.918044225569718,13,4,0,0.7771710799476,0.9212648990513260,4
